TableID,ColumnID,RowID,URI_sub,URI_gt,ok
39650055_5_7135804139753401681,1,12,NOT FOUND URI,"http://dbpedia.org/resource/Bank_of_America http://dbpedia.org/resource/BofA http://dbpedia.org/resource/BOfA http://dbpedia.org/resource/BAC_Capital_Trust_III http://dbpedia.org/resource/BOFA http://dbpedia.org/resource/BAC_Capital_Trust_II http://dbpedia.org/resource/Bank_America http://dbpedia.org/resource/BANK_OF_AMERICA_CORPORATION http://dbpedia.org/resource/Countrywide_Home_Loans,_Inc http://dbpedia.org/resource/Bank_of_America,_National_Association http://dbpedia.org/resource/BankAmerica http://dbpedia.org/resource/BAC_Capital_Trust_XII http://dbpedia.org/resource/Quick_Business_Deposit http://dbpedia.org/resource/BAC_Capital_Trust_VIII http://dbpedia.org/resource/Bank_of_America_Oregon,_N.A. http://dbpedia.org/resource/BAC_Capital_Trust_IV http://dbpedia.org/resource/Bankamerica_Corporation http://dbpedia.org/resource/Bank_of_America http://dbpedia.org/resource/Blue_chip_investor http://dbpedia.org/resource/Bank_of_opportunity http://dbpedia.org/resource/BankAmerica_Corp. http://dbpedia.org/resource/Bankamerica http://dbpedia.org/resource/Bank_of_America_ATM http://dbpedia.org/resource/The_Bank_of_America http://dbpedia.org/resource/Bankof_america http://dbpedia.org/resource/Bank_of_America_Corporation http://dbpedia.org/resource/The_Bank_of_America_Corporation http://dbpedia.org/resource/Bank_Of_America_Corp http://dbpedia.org/resource/Bank_of_America_Corp. http://dbpedia.org/resource/B_of_a http://dbpedia.org/resource/COLONIAL_BANC_CORP. http://dbpedia.org/resource/BAC_Capital_Trust_V http://dbpedia.org/resource/Bank_of_America,_N.A. http://dbpedia.org/resource/Bank_of_america http://dbpedia.org/resource/Bank_of_America_Nt_&_Sa http://dbpedia.org/resource/BAC_Capital_Trust_I http://dbpedia.org/resource/BankAmerica_Corporation http://dbpedia.org/resource/Bank_Of_America http://dbpedia.org/resource/Bank_of_America_Corp http://dbpedia.org/resource/Bankofamerica http://dbpedia.org/resource/Bankofamerica.com http://dbpedia.org/resource/BAC_Capital_Trust_X http://dbpedia.org/resource/Bofa",0
91959037_0_7907661684242014480,1,72,http://dbpedia.org/resource/Yoshi's_Island:_Super_Mario_Advance_3,http://dbpedia.org/resource/Yoshi's_Island_DS http://dbpedia.org/resource/Yoshi_Island_DS http://dbpedia.org/resource/Yoshi’s_Island_DS http://dbpedia.org/resource/YI2 http://dbpedia.org/resource/Yoshi's_Island_DS http://dbpedia.org/resource/Yoshi's_Island_2 http://dbpedia.org/resource/Yoshi's_island_DS http://dbpedia.org/resource/Yoshis_island_2,0
13719111_1_5719401842463579519,0,303,http://dbpedia.org/resource/Brown-chested_alethe,http://dbpedia.org/resource/Red-throated_alethe http://dbpedia.org/resource/Pseudalethe_poliophrys http://dbpedia.org/resource/Red-throated_alethe http://dbpedia.org/resource/Red-throated_Alethe http://dbpedia.org/resource/Alethe_poliophrys,0
53822652_0_5767892317858575530,1,198,http://dbpedia.org/resource/Watchmen,http://dbpedia.org/resource/Watchmen_(film) http://dbpedia.org/resource/Watchmenmovie.co.uk http://dbpedia.org/resource/The_watchmen_film http://dbpedia.org/resource/Watchmen_film http://dbpedia.org/resource/Watchmen:_The_Movie http://dbpedia.org/resource/Watchmen_(2009_film) http://dbpedia.org/resource/Watchmen_(film) http://dbpedia.org/resource/The_Watchmen_(film) http://dbpedia.org/resource/Watchmenmovie.warnerbros.com http://dbpedia.org/resource/Watchmen_movie http://dbpedia.org/resource/Watchmen_(Film) http://dbpedia.org/resource/Watchmenmovie.com http://dbpedia.org/resource/Tales_of_the_Black_Freighter_(film) http://dbpedia.org/resource/Watchmen_(movie) http://dbpedia.org/resource/20th_Century_Fox_vs._Warner_Bros. http://dbpedia.org/resource/Veidt_Enterprises http://dbpedia.org/resource/Watchmen:_The_Motion_Picture,0
13719111_1_5719401842463579519,0,520,http://dbpedia.org/resource/Northern_red_bishop,http://dbpedia.org/resource/Black-winged_Red_Bishop http://dbpedia.org/resource/Firecrowned_Bishop http://dbpedia.org/resource/Black-winged_Bishop http://dbpedia.org/resource/Euplectes_hordaceus http://dbpedia.org/resource/Black-winged_red_bishop http://dbpedia.org/resource/Euplectes_hordeaceus http://dbpedia.org/resource/Black-winged_bishop http://dbpedia.org/resource/Black-winged_Red_Bishop http://dbpedia.org/resource/Firecrowned_bishop http://dbpedia.org/resource/Fire-crowned_bishop,0
39107734_2_2329160387535788734,1,36,http://dbpedia.org/resource/Seattle-Tacoma_International_Airport,http://dbpedia.org/resource/Seattle%E2%80%93Tacoma_International_Airport http://dbpedia.org/resource/Seattle%E2%80%93Tacoma_International_Airport,0
58891288_0_1117541047012405958,1,75,http://dbpedia.org/resource/Platoon,http://dbpedia.org/resource/Platoon_(film) http://dbpedia.org/resource/Platoon_(computer_game) http://dbpedia.org/resource/Platoon_(film) http://dbpedia.org/resource/Sgt._Barnes http://dbpedia.org/resource/Sergeant_Elias http://dbpedia.org/resource/Platoon_(video_game) http://dbpedia.org/resource/Platoon_(board_game) http://dbpedia.org/resource/Sgt._O'Neill http://dbpedia.org/resource/Sgt_Barnes http://dbpedia.org/resource/Chris_Taylor_(Platoon) http://dbpedia.org/resource/Big_Harold http://dbpedia.org/resource/Sgt_Elias http://dbpedia.org/resource/Platoon_(boardgame) http://dbpedia.org/resource/Platoon_(movie) http://dbpedia.org/resource/Sgt_O'Neill http://dbpedia.org/resource/Sgt._Robert_Barnes http://dbpedia.org/resource/Platoon_film http://dbpedia.org/resource/Sgt._Elias,0
13719111_1_5719401842463579519,0,3,http://dbpedia.org/resource/Little_grebe,http://dbpedia.org/resource/Great_Cormorant http://dbpedia.org/resource/Phlacrocorax_carbo http://dbpedia.org/resource/Black_Cormorant http://dbpedia.org/resource/Phalacrocorax_carbo http://dbpedia.org/resource/Great_cormorant http://dbpedia.org/resource/Great_Cormorant http://dbpedia.org/resource/Cormie http://dbpedia.org/resource/Black_cormorant http://dbpedia.org/resource/Black_Shag,0
22864497_0_8632623712684511496,0,167,NOT FOUND URI,http://dbpedia.org/resource/The_Idolmaster http://dbpedia.org/resource/The_Idolmaster http://dbpedia.org/resource/The_Idol_Master http://dbpedia.org/resource/IDOLM@STER http://dbpedia.org/resource/The_IDOLM@STER http://dbpedia.org/resource/Project_IM@S http://dbpedia.org/resource/The_Idolm@ster http://dbpedia.org/resource/The_Idolmaster_(series) http://dbpedia.org/resource/THE_IDOL_M@STER http://dbpedia.org/resource/THE_IDOLM@STER http://dbpedia.org/resource/Idolmaster http://dbpedia.org/resource/Haruka_Amami http://dbpedia.org/resource/Kotori_Otonashi http://dbpedia.org/resource/Chihaya_Kisaragi http://dbpedia.org/resource/The_iDOLM@STER http://dbpedia.org/resource/IM@S http://dbpedia.org/resource/THE_iDOLM@STER_LIVE_IN_SLOT! http://dbpedia.org/resource/Idol_Master http://dbpedia.org/resource/THE_iDOLM@STER http://dbpedia.org/resource/IDOLM@ASTER,0
22864497_0_8632623712684511496,0,21,http://dbpedia.org/resource/Backbreaker,http://dbpedia.org/resource/Backbreaker_(video_game) http://dbpedia.org/resource/Backbreaker(Video_Game) http://dbpedia.org/resource/Backbreaker_(video_game) http://dbpedia.org/resource/Backbreaker_(Video_Game),0
13719111_1_5719401842463579519,0,75,http://dbpedia.org/resource/Eurasian_hobby,http://dbpedia.org/resource/Lanner_Falcon http://dbpedia.org/resource/Falco_feldeggii http://dbpedia.org/resource/Falco_biarmicus http://dbpedia.org/resource/Lanner_Falcon http://dbpedia.org/resource/Lanneret http://dbpedia.org/resource/Falco_feldeggi http://dbpedia.org/resource/Lanner_falcon,0
84548468_0_5955155464119382182,1,41,http://dbpedia.org/resource/Dead_Man_Walking,http://dbpedia.org/resource/Dead_Man_Walking_(film) http://dbpedia.org/resource/Dead_Man_Walking_(film) http://dbpedia.org/resource/Matthew_Poncelet,0
21362676_0_6854186738074119688,1,1,http://dbpedia.org/resource/The_Game,http://dbpedia.org/resource/The_Game_%281997_film%29 http://dbpedia.org/resource/The_Game_%281997_film%29,0
54719588_0_8417197176086756912,3,160,NOT FOUND URI,http://dbpedia.org/resource/Dogtown_and_Z-Boys http://dbpedia.org/resource/Dogtown_and_Z_boys http://dbpedia.org/resource/Dogtown_&_Z-Boys http://dbpedia.org/resource/Dogtown_and_Z-Boys http://dbpedia.org/resource/Dogtown_and_Zboys,0
38428277_0_1311643810102462607,1,109,http://dbpedia.org/resource/Rosemary's_Baby,http://dbpedia.org/resource/Rosemary's_Baby_(film) http://dbpedia.org/resource/Rosemary's_Baby_(film),0
9834884_0_3871985887467090123,1,223,NOT FOUND URI,http://dbpedia.org/resource/Kunsthalle_T%C3%BCbingen http://dbpedia.org/resource/Kunsthalle_T%C3%BCbingen,0
39759273_0_1427898308030295194,1,82,http://dbpedia.org/resource/One_Flew_Over_the_Cuckoo's_Nest,http://dbpedia.org/resource/One_Flew_Over_the_Cuckoo's_Nest_(film) http://dbpedia.org/resource/One_Flew_Over_the_Cuckoo's_Nest_(movie) http://dbpedia.org/resource/One_Flew_Over_the_Cuckoo's_Nest_(film) http://dbpedia.org/resource/One_flew_over_the_cuckoo's_nest_(film) http://dbpedia.org/resource/One_Flew_over_the_Cuckoo's_Nest_(film) http://dbpedia.org/resource/One_Flew_Over_The_Cuckoo's_Nest_(film) http://dbpedia.org/resource/Cuckoo's_Nest_(film),0
22864497_0_8632623712684511496,0,289,NOT FOUND URI,http://dbpedia.org/resource/WarTech:_Senko_no_Ronde http://dbpedia.org/resource/WarTech:_Senko_No_Rondo http://dbpedia.org/resource/Senkou_no_Ronde http://dbpedia.org/resource/Senkou_no_ronde http://dbpedia.org/resource/WarTech:_Senko_No_Ronde http://dbpedia.org/resource/Senko_no_Ronde http://dbpedia.org/resource/WarTech:_Senko_no_Ronde http://dbpedia.org/resource/Senko_No_Ronde http://dbpedia.org/resource/Senko_no_ronde,0
21245481_0_8730460088443117515,1,78,NOT FOUND URI,http://dbpedia.org/resource/Burr_Oak_State_Park http://dbpedia.org/resource/Burr_Oak_State_Park,0
90196673_0_5458330029110291950,0,331,NOT FOUND URI,http://dbpedia.org/resource/Indiana_bat http://dbpedia.org/resource/Indiana_myotis http://dbpedia.org/resource/Indiana_Bats http://dbpedia.org/resource/Indiana_bat http://dbpedia.org/resource/Myotis_sodalis http://dbpedia.org/resource/Indiana_Bat,0
8468806_0_4382447409703007384,1,49,NOT FOUND URI,http://dbpedia.org/resource/Garry_Lake http://dbpedia.org/resource/Garry_Lake http://dbpedia.org/resource/Garry_lake,0
28086084_0_3127660530989916727,0,99,http://dbpedia.org/resource/Helena,http://dbpedia.org/resource/Saint_Helena http://dbpedia.org/resource/Sport_in_Saint_Helena http://dbpedia.org/resource/Saint_Helena_(Britain) http://dbpedia.org/resource/Telecommunications_in_Saint_Helena http://dbpedia.org/resource/Saint_Helena_(island) http://dbpedia.org/resource/Saint-Helena http://dbpedia.org/resource/Speery_Island http://dbpedia.org/resource/Military_of_Saint_Helena http://dbpedia.org/resource/St_Helena http://dbpedia.org/resource/Saint_Helena/Military http://dbpedia.org/resource/St._Helena http://dbpedia.org/resource/Island_of_Saint_Helena http://dbpedia.org/resource/St.Helena http://dbpedia.org/resource/Education_in_Saint_Helena http://dbpedia.org/resource/Saint_Helena(territory) http://dbpedia.org/resource/Saint_Helena http://dbpedia.org/resource/St-Helena http://dbpedia.org/resource/British_Overseas_Territory_of_Saint_Helena http://dbpedia.org/resource/Army_of_Saint_Helena http://dbpedia.org/resource/Saint_Helena_(UK),0
1438042989018_40_20150728002309-00067-ip-10-236-191-2_57714692_2,0,5,http://dbpedia.org/resource/Solanki,http://dbpedia.org/resource/Vikram_Solanki http://dbpedia.org/resource/Vikram_Solanki,0
8468806_0_4382447409703007384,1,105,NOT FOUND URI,http://dbpedia.org/resource/Lake_Managua http://dbpedia.org/resource/Lake_Xolotlán http://dbpedia.org/resource/Lago_Xolotlán http://dbpedia.org/resource/Lago_Xolotlan http://dbpedia.org/resource/Lake_Xolotlan http://dbpedia.org/resource/Lago_de_Managua http://dbpedia.org/resource/Lake_Managua http://dbpedia.org/resource/Lake_managua,0
90196673_0_5458330029110291950,0,193,http://dbpedia.org/resource/Cliff_swallow,http://dbpedia.org/resource/American_Cliff_Swallow http://dbpedia.org/resource/American_cliff_swallow http://dbpedia.org/resource/Hirundo_pyrrhonota http://dbpedia.org/resource/Petrochelidon_pyrrhonota http://dbpedia.org/resource/American_Cliff_Swallow,0
35188621_0_6058553107571275232,1,35,http://dbpedia.org/resource/Spartacus,http://dbpedia.org/resource/Spartacus_(film) http://dbpedia.org/resource/I_am_Spartacus http://dbpedia.org/resource/I'm_Spartacus! http://dbpedia.org/resource/Spartacus_moment http://dbpedia.org/resource/I'm_Spartacus http://dbpedia.org/resource/Spartacus_(movie) http://dbpedia.org/resource/Spartacus_(1960_film) http://dbpedia.org/resource/Spartacus_(film) http://dbpedia.org/resource/Draba_(gladiator),0
13719111_1_5719401842463579519,0,484,http://dbpedia.org/resource/Grey-headed_sparrow,http://dbpedia.org/resource/White-browed_Sparrow-Weaver http://dbpedia.org/resource/White-browed_sparrow_weaver http://dbpedia.org/resource/White-browed_sparrow-weaver http://dbpedia.org/resource/White-browed_Sparrow-weaver http://dbpedia.org/resource/White_browed_sparrow_weaver http://dbpedia.org/resource/Plocepasser_mahali http://dbpedia.org/resource/White-browed_Sparrow_Weaver http://dbpedia.org/resource/White-browed_Sparrow-Weaver,0
35188621_0_6058553107571275232,1,21,http://dbpedia.org/resource/The_Silence_of_the_Lambs,http://dbpedia.org/resource/The_Silence_of_the_Lambs_(film) http://dbpedia.org/resource/Silence_of_the_Lambs_(Film) http://dbpedia.org/resource/The_Silence_of_the_Lamb http://dbpedia.org/resource/Silence_of_the_Lambs_(film) http://dbpedia.org/resource/The_Silence_of_the_Lambs_(film) http://dbpedia.org/resource/Fava_beans_and_a_nice_Chianti http://dbpedia.org/resource/The_Silence_of_the_Lambs_(movie),0
13719111_1_5719401842463579519,0,229,http://dbpedia.org/resource/Black-billed_barbet,http://dbpedia.org/resource/Red-faced_Barbet http://dbpedia.org/resource/Red-faced_barbet http://dbpedia.org/resource/Lybius_rubrifacies http://dbpedia.org/resource/Red-faced_Barbet,0
9475172_1_1023126399856690702,1,29,http://dbpedia.org/resource/ER,http://dbpedia.org/resource/ER_(TV_series) http://dbpedia.org/resource/ER_(TV) http://dbpedia.org/resource/ER:_Emergencias http://dbpedia.org/resource/ER_(TV_series) http://dbpedia.org/resource/Mental_Illness_in_ER http://dbpedia.org/resource/ER_cast http://dbpedia.org/resource/ER_-_Cast_and_Characters http://dbpedia.org/resource/The_ER http://dbpedia.org/resource/Dr._Catherine_Banfield http://dbpedia.org/resource/Er_tv http://dbpedia.org/resource/Chief_of_Emergency_Medicine_County_General_Hospital http://dbpedia.org/resource/ER_(TV_Series) http://dbpedia.org/resource/ER_(television) http://dbpedia.org/resource/Er_series http://dbpedia.org/resource/E.R._(TV_Series) http://dbpedia.org/resource/E.R._(TV_series) http://dbpedia.org/resource/ER_(tv_series) http://dbpedia.org/resource/ER_(series) http://dbpedia.org/resource/Er_tv_series http://dbpedia.org/resource/Chief_of_Emergency_Medicine_(ER_TV_show) http://dbpedia.org/resource/ER_(television_series) http://dbpedia.org/resource/ER_cast_and_characters http://dbpedia.org/resource/Simon_brenner http://dbpedia.org/resource/ER_(TV_show) http://dbpedia.org/resource/ER_(1994),0
53822652_0_5767892317858575530,1,420,http://dbpedia.org/resource/King_Kong,http://dbpedia.org/resource/King_Kong_(2005_film) http://dbpedia.org/resource/Bear-croc http://dbpedia.org/resource/King_Kong_(2005_soundtrack) http://dbpedia.org/resource/Wetasaurus http://dbpedia.org/resource/Preston_(King_Kong) http://dbpedia.org/resource/King_King_(2005_film) http://dbpedia.org/resource/Adlapsusaurus http://dbpedia.org/resource/Chaly-tops http://dbpedia.org/resource/Malevolusaurus http://dbpedia.org/resource/Bifurcatops http://dbpedia.org/resource/Foetodon_ferreus http://dbpedia.org/resource/List_of_characters_in_King_Kong_(2005) http://dbpedia.org/resource/Lumpy_(King_Kong) http://dbpedia.org/resource/King_Kong_(2005) http://dbpedia.org/resource/Lumpy_the_cook http://dbpedia.org/resource/Carver_(Skull_Island) http://dbpedia.org/resource/Bidensaurus http://dbpedia.org/resource/Lumpy(King_Kong) http://dbpedia.org/resource/Vastatosaurus_Rex http://dbpedia.org/resource/Tartarusaurus http://dbpedia.org/resource/Foetodon http://dbpedia.org/resource/Ambulaquasaurus http://dbpedia.org/resource/Kong_(film) http://dbpedia.org/resource/King_kong_(2005_film) http://dbpedia.org/resource/Scimitodon http://dbpedia.org/resource/Vastatosaurus http://dbpedia.org/resource/Carnictis_(Vile_Meat-Weasel) http://dbpedia.org/resource/King_Kong_2005 http://dbpedia.org/resource/Ligocristus_innocens http://dbpedia.org/resource/Dinocanisaurus http://dbpedia.org/resource/V._Rex http://dbpedia.org/resource/Mr_Hayes http://dbpedia.org/resource/Pugiodorsus http://dbpedia.org/resource/Kong_references_in_King_Kong_(2005_film) http://dbpedia.org/resource/Terapusmordax http://dbpedia.org/resource/Kong_(1996_film) http://dbpedia.org/resource/V_rex http://dbpedia.org/resource/King_Kong_(2005_film) http://dbpedia.org/resource/Brontosaurus_(King_Kong) http://dbpedia.org/resource/Atercurisaurus http://dbpedia.org/resource/Carnictis http://dbpedia.org/resource/Ben_Hayes_(King_Kong) http://dbpedia.org/resource/King_Kong_(2005_movie) http://dbpedia.org/resource/Gladiodon http://dbpedia.org/resource/Peracerdon http://dbpedia.org/resource/Arsartis http://dbpedia.org/resource/Bruce_Baxter,0
39173938_0_7916056990138658530,1,18,http://dbpedia.org/resource/The_Philadelphia_Story,http://dbpedia.org/resource/The_Philadelphia_Story_(film) http://dbpedia.org/resource/The_Philadelphia_Story_(film),0
13719111_1_5719401842463579519,0,253,http://dbpedia.org/resource/Red-capped_lark,http://dbpedia.org/resource/Rock_Martin http://dbpedia.org/resource/Hirundo_fuligula http://dbpedia.org/resource/Rock_Martin http://dbpedia.org/resource/Ptyonoprogne_fuligula http://dbpedia.org/resource/Rock_martin,0
13719111_1_5719401842463579519,0,275,http://dbpedia.org/resource/Western_nicator,http://dbpedia.org/resource/Yellow-throated_Nicator http://dbpedia.org/resource/Yellow-throated_nicator http://dbpedia.org/resource/Yellow-throated_Nicator http://dbpedia.org/resource/Nicator_vireo,0
58891288_0_1117541047012405958,1,60,http://dbpedia.org/resource/Sunrise,http://dbpedia.org/resource/Sunrise:_A_Song_of_Two_Humans http://dbpedia.org/resource/Sunrise_(movie) http://dbpedia.org/resource/Sunrise_(film) http://dbpedia.org/resource/Sunrise:_A_Song_of_Two_Humans http://dbpedia.org/resource/Sunrise_Murnau,0
9834884_0_3871985887467090123,1,34,http://dbpedia.org/resource/Jewish_Museum,http://dbpedia.org/resource/Jewish_Museum_(Manhattan) http://dbpedia.org/resource/Jewish_Museum_(New_York_City) http://dbpedia.org/resource/Jewish_Museum_(New_York) http://dbpedia.org/resource/The_Jewish_Museum_of_New_York http://dbpedia.org/resource/Jewish_Museum_(Manhattan) http://dbpedia.org/resource/Jewish_Museum_(of_New_York),0
91959037_0_7907661684242014480,1,384,NOT FOUND URI,http://dbpedia.org/resource/Nintendogs http://dbpedia.org/resource/Nintendogs:_Lab_&_Friends http://dbpedia.org/resource/Nintendog http://dbpedia.org/resource/Nintendogs:_Shiba_and_Friends http://dbpedia.org/resource/Puppy_Times http://dbpedia.org/resource/List_of_Nintendogs_breeds http://dbpedia.org/resource/Nintendogs:_Holiday_Edition http://dbpedia.org/resource/Nintendogs http://dbpedia.org/resource/Chihuahua_and_Friends http://dbpedia.org/resource/Nintendogs:_Labrador_and_Friends http://dbpedia.org/resource/Nintendogs:_Dachshund_and_Friends http://dbpedia.org/resource/Nintendogs:_Lab_and_Friends http://dbpedia.org/resource/Nintendogs_Wii http://dbpedia.org/resource/Nintendogs:_Chihuahua_and_Friends http://dbpedia.org/resource/Nintendogs_dalmation_and_friends http://dbpedia.org/resource/Nintendo_Dogs http://dbpedia.org/resource/Nintendogs:_Dalmatian_and_Friends http://dbpedia.org/resource/Nintendogs:_Best_Friends,0
69881946_0_1105130426898457358,1,90,http://dbpedia.org/resource/The_English_Patient,http://dbpedia.org/resource/The_English_Patient_(film) http://dbpedia.org/resource/The_English_Patient_(film) http://dbpedia.org/resource/The_english_patient_(film) http://dbpedia.org/resource/The_English_Patient_(1996_movie) http://dbpedia.org/resource/The_English_Patient_film http://dbpedia.org/resource/The_English_Patient_(movie) http://dbpedia.org/resource/Le_Patient_Anglais,0
66009064_0_9148652238372261251,0,225,http://dbpedia.org/resource/Jimmy_Ryan,http://dbpedia.org/resource/Jimmy_Ryan_(baseball) http://dbpedia.org/resource/Jimmy_Ryan_(baseball_player) http://dbpedia.org/resource/Jimmy_Ryan_(baseball),0
13719111_1_5719401842463579519,0,370,http://dbpedia.org/resource/Yellow-breasted_apalis,http://dbpedia.org/resource/Grey_Apalis http://dbpedia.org/resource/Grey_apalis http://dbpedia.org/resource/Gray_apalis http://dbpedia.org/resource/Apalis_cinerea http://dbpedia.org/resource/Gray_Apalis http://dbpedia.org/resource/Grey_Apalis,0
90196673_0_5458330029110291950,0,322,http://dbpedia.org/resource/Pygmy_shrew,http://dbpedia.org/resource/American_pygmy_shrew http://dbpedia.org/resource/Sorex_hoyi http://dbpedia.org/resource/American_Pygmy_Shrew http://dbpedia.org/resource/Microsorex_Hoyi http://dbpedia.org/resource/American_pygmy_shrew,0
53822652_0_5767892317858575530,1,165,http://dbpedia.org/resource/Glengarry_Glen_Ross,http://dbpedia.org/resource/Glengarry_Glen_Ross_(film) http://dbpedia.org/resource/Glengarry_Glen_Ross_(film) http://dbpedia.org/resource/Always_be_closing http://dbpedia.org/resource/Glengarry_glen_ross_(film) http://dbpedia.org/resource/Coffee's_for_closers http://dbpedia.org/resource/Coffee_is_for_closers,0
20135078_0_7570343137119682530,1,31,http://dbpedia.org/resource/Modern_Times,http://dbpedia.org/resource/Modern_Times_(film) http://dbpedia.org/resource/MODERN_TIMES_(1936) http://dbpedia.org/resource/Modern_Times_(film),0
13719111_1_5719401842463579519,0,120,http://dbpedia.org/resource/Olive_pigeon,http://dbpedia.org/resource/Feral_Pigeon http://dbpedia.org/resource/Pigeon_control http://dbpedia.org/resource/London_pigeon http://dbpedia.org/resource/Urban_pigeon http://dbpedia.org/resource/City_dove http://dbpedia.org/resource/Feral_pigeon http://dbpedia.org/resource/Town_Pigeon http://dbpedia.org/resource/City_pigeon http://dbpedia.org/resource/Flying_rat http://dbpedia.org/resource/Feral_pigeons http://dbpedia.org/resource/Flying_Rat http://dbpedia.org/resource/Feral_Pigeon http://dbpedia.org/resource/Town_pigeon http://dbpedia.org/resource/Street_pigeon,0
53822652_0_5767892317858575530,1,2,http://dbpedia.org/resource/Blue_Valentine,http://dbpedia.org/resource/Blue_Valentine_(film) http://dbpedia.org/resource/Blue_Valentine_(film),0
9834884_0_3871985887467090123,1,345,NOT FOUND URI,http://dbpedia.org/resource/Schloss_Rheydt http://dbpedia.org/resource/Schloss_Rheydt_Municipal_Museum http://dbpedia.org/resource/Palace_of_Rheydt http://dbpedia.org/resource/Rheydt_Castle http://dbpedia.org/resource/Schloß_Rheydt http://dbpedia.org/resource/Burg_Rheydt http://dbpedia.org/resource/Rheydt_Palace http://dbpedia.org/resource/Schloss_Rheydt,0
9834884_0_3871985887467090123,1,370,NOT FOUND URI,http://dbpedia.org/resource/Villa_Vauban http://dbpedia.org/resource/Villa_Vauban,0
13719111_1_5719401842463579519,0,332,NOT FOUND URI,http://dbpedia.org/resource/Buff-bellied_Warbler http://dbpedia.org/resource/Phyllolais_pulchella http://dbpedia.org/resource/Phyllolais http://dbpedia.org/resource/Buff-bellied_Warbler http://dbpedia.org/resource/Buff-bellied_warbler,0
13719111_1_5719401842463579519,0,122,NOT FOUND URI,http://dbpedia.org/resource/Blue-spotted_Wood_Dove http://dbpedia.org/resource/Blue-spotted_Wood-Dove http://dbpedia.org/resource/Blue-spotted_Wood-dove http://dbpedia.org/resource/Turtur_afer http://dbpedia.org/resource/Blue-spotted_wood-dove http://dbpedia.org/resource/Blue-spotted_Wood_Dove http://dbpedia.org/resource/Blue-spotted_wood_dove,0
13719111_1_5719401842463579519,0,146,http://dbpedia.org/resource/Black_cuckoo,http://dbpedia.org/resource/Barred_Long-tailed_Cuckoo http://dbpedia.org/resource/Barred_Long-tailed_Cuckoo http://dbpedia.org/resource/Cerococcyx_montanus http://dbpedia.org/resource/Barred_long-tailed_cuckoo http://dbpedia.org/resource/Cercococcyx_montanus,0
13719111_1_5719401842463579519,0,232,http://dbpedia.org/resource/Yellow-billed_barbet,http://dbpedia.org/resource/Greater_Honeyguide http://dbpedia.org/resource/Indicator_indicator http://dbpedia.org/resource/Greater_Honeyguide http://dbpedia.org/resource/Greater_honeyguide,0
91959037_0_7907661684242014480,1,106,http://dbpedia.org/resource/Fahrenheit,http://dbpedia.org/resource/Fahrenheit_(2005_video_game) http://dbpedia.org/resource/Fahrenheit:_The_Indigo_Prophecy http://dbpedia.org/resource/Markus_Kane http://dbpedia.org/resource/Indigo_prophecy http://dbpedia.org/resource/Carla_Valenti http://dbpedia.org/resource/Fahrenheit:_Indigo_Prophecy http://dbpedia.org/resource/Indigo_Prophesy http://dbpedia.org/resource/The_Indigo_Child http://dbpedia.org/resource/Fahrenheit_(Indigo_Prophecy) http://dbpedia.org/resource/Indigo_Prophecy_(video_game) http://dbpedia.org/resource/Lucas_Kane http://dbpedia.org/resource/Fahrenheit_(2005_computer_game) http://dbpedia.org/resource/Tyler_Miles http://dbpedia.org/resource/Carla_valenti http://dbpedia.org/resource/The_indigo_child http://dbpedia.org/resource/Markus_kane http://dbpedia.org/resource/Fahrenheit:_Indigo_Prophecy_Remastered http://dbpedia.org/resource/Indigo_Prophecy http://dbpedia.org/resource/Fahrenheit_(2005_video_game) http://dbpedia.org/resource/Tyler_miles,0
63450419_0_8012592961815711786,1,59,NOT FOUND URI,http://dbpedia.org/resource/Carex_inops http://dbpedia.org/resource/Longstolon_Sedge http://dbpedia.org/resource/Carex_inops http://dbpedia.org/resource/Long-stolon_Sedge http://dbpedia.org/resource/Carex_heliophila http://dbpedia.org/resource/Longstolon_sedge http://dbpedia.org/resource/Long-stolon_sedge,0
53822652_0_5767892317858575530,1,409,http://dbpedia.org/resource/The_Constant_Gardner,http://dbpedia.org/resource/The_Constant_Gardener_%28film%29 http://dbpedia.org/resource/The_Constant_Gardener_%28film%29,0
53822652_0_5767892317858575530,1,16,http://dbpedia.org/resource/The_Guard,http://dbpedia.org/resource/The_Guard_(2011_film) http://dbpedia.org/resource/The_Guard_(2011_film),0
8468806_0_4382447409703007384,1,58,NOT FOUND URI,http://dbpedia.org/resource/Hongze_Lake http://dbpedia.org/resource/Hongze_Lake http://dbpedia.org/resource/Lake_hongze http://dbpedia.org/resource/Hongze_Hu http://dbpedia.org/resource/Hongzehu_Lake http://dbpedia.org/resource/Lake_Hongze,0
